City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
0,uturoa,-16.7333,-151.4333,27.68,74,4,7.71,PF,1738274331
1,bethel,41.3712,-73.414,-0.03,47,31,1.79,US,1738274142
2,vilyuysk,63.7553,121.6247,-40.95,100,87,1.32,RU,1738274267
3,bredasdorp,-34.5322,20.0403,20.55,61,0,4.77,ZA,1738274116
4,margaret river,-33.95,115.0667,15.74,90,5,3.18,AU,1738274121
5,port-aux-francais,-49.35,70.2167,6.94,88,98,14.43,TF,1738274114
6,iskateley,67.6803,53.1512,-18.19,99,56,2.72,RU,1738274341
7,grytviken,-54.2811,-36.5092,4.6,73,52,7.14,GS,1738274131
8,iqaluit,63.7506,-68.5145,-20.73,70,100,10.8,CA,1738274250
9,wildwood,38.5828,-90.6629,8.52,86,100,3.6,US,1738274345
10,arraial do cabo,-22.9661,-42.0278,27.92,65,75,6.17,BR,1738274119
11,adamovka,51.5223,59.9396,-9.65,97,96,2.5,RU,1738274347
12,whitehorse,60.7161,-135.0538,-19.99,70,75,5.14,CA,1738274270
13,puerto cabezas,14.0351,-83.3888,29.98,84,20,4.12,NI,1738274350
14,olonkinbyen,70.9221,-8.7187,-3.73,83,98,3.23,SJ,1738274122
15,ribeira brava,32.65,-17.0667,16.35,68,88,1.44,PT,1738274352
16,egilsstadir,65.2653,-14.3948,2.95,70,75,3.6,IS,1738274354
17,sirte,31.2089,16.5887,13.61,63,0,4.76,LY,1738274355
18,kutum,14.2,24.6667,12.96,28,32,4.96,SD,1738274356
19,blackmans bay,-43.0167,147.3167,15.96,71,70,0.89,AU,1738274117
20,aasiaat,68.7098,-52.8699,-12.21,65,65,6.36,GL,1738274287
21,teluk nibung,3.001,99.8164,22.42,97,40,1.73,ID,1738274360
22,bethlehem,-1.4558,-48.5044,27.02,89,75,2.06,BR,1738274362
23,barah,13.7,30.3667,17.25,22,4,5.01,SD,1738274363
24,isafjordur,66.0755,-23.124,-0.98,82,98,7.32,IS,1738274227
25,kodiak,57.79,-152.4072,-6.27,45,0,5.66,US,1738274241
26,muravlenko,63.7898,74.523,-29.51,100,34,2.15,RU,1738274367
27,jamestown,42.097,-79.2353,3.09,60,0,5.14,US,1738274208
28,edinburgh of the seven seas,-37.0676,-12.3116,14.64,60,17,2.46,SH,1738274157
29,badger,64.8,-147.5333,-26.68,76,40,1.54,US,1738274135
30,san patricio,28.017,-97.5169,21.97,71,100,6.1,US,1738274372
31,sitka,57.0531,-135.33,-0.06,69,75,4.12,US,1738274049
32,georgetown,5.4112,100.3354,25.96,68,20,2.06,MY,1738274002
33,hanzhong,33.0728,107.0303,5.78,90,100,1.38,CN,1738274376
34,portland,45.5234,-122.6762,6.36,82,100,2.06,US,1738274038
35,vilyuchinsk,52.9306,158.4028,-2.85,81,100,3.7,RU,1738274187
36,krustpils,56.5067,25.8738,4.18,89,92,3.65,LV,1738274381
37,adamstown,-25.066,-130.1015,25.23,68,46,5.99,PN,1738274181
38,butte,39.6499,-121.5677,12.94,63,5,1.64,US,1738274384
39,invercargill,-46.4,168.35,19.45,63,87,1.34,NZ,1738274385
40,atafu village,-8.5421,-172.5159,28.38,74,93,7.36,TK,1738274386
41,weno,7.4515,151.8468,28.97,74,75,5.14,FM,1738274388
42,vadso,70.0744,29.7487,-0.91,93,100,11.32,NO,1738274389
43,tchintabaraden,15.8969,5.7985,20.03,18,7,5.32,NE,1738274391
44,mar del plata,-38.0023,-57.5575,25.01,78,0,9.39,AR,1738274103
45,puerto natales,-51.7236,-72.4875,15.25,47,75,8.23,CL,1738274178
46,kupang,-10.1667,123.5833,25.32,94,75,1.03,ID,1738274396
47,bechar,31.6167,-2.2167,11.18,40,40,8.75,DZ,1738274397
48,anadyr,64.75,177.4833,-16.72,78,100,5.0,RU,1738274399
49,springs,-26.25,28.4,24.26,35,92,1.82,ZA,1738274400
50,ilulissat,69.2167,-51.1,-5.99,33,78,7.72,GL,1738274136
51,waitangi,-43.9535,-176.5597,16.57,77,20,3.58,NZ,1738274146
52,ribeira grande,38.5167,-28.7,18.22,82,75,8.49,PT,1738274248
53,creel,27.75,-107.6333,8.91,11,0,6.42,MX,1738274406
54,tiksi,71.6872,128.8694,-25.8,99,100,2.2,RU,1738274409
55,hithadhoo,-0.6,73.0833,27.84,75,100,6.14,MV,1738274410
56,popondetta,-8.7537,148.2534,25.12,92,100,0.69,PG,1738274411
57,puerto aysen,-45.4,-72.7,21.14,54,3,3.45,CL,1738274413
58,yellowknife,62.456,-114.3525,-27.55,92,100,1.54,CA,1738274235
59,smithers,54.7804,-127.1743,-5.82,68,20,3.09,CA,1738274415
60,college,64.8569,-147.8028,-26.0,70,40,1.54,US,1738274169
61,thompson,55.7435,-97.8558,-22.91,64,20,3.6,CA,1738274170
62,liperi,62.5333,29.3667,0.26,93,100,4.63,FI,1738274419
63,touros,-5.1989,-35.4608,27.06,73,14,4.78,BR,1738274420
64,susuman,62.7833,148.1667,-41.58,99,57,0.38,RU,1738274422
65,nuriootpa,-34.4833,139.0,15.96,59,0,5.5,AU,1738274423
66,motueka,-41.1333,173.0167,21.17,61,100,2.29,NZ,1738274425
67,tamandare,-8.7597,-35.1047,25.85,73,21,3.56,BR,1738274426
68,orsa,54.5153,30.4053,2.35,91,3,3.42,BY,1738274428
69,el granada,37.5027,-122.4694,13.02,69,100,2.57,US,1738274429
70,kathu,7.9178,98.3332,23.9,78,99,4.19,TH,1738274430
71,ushuaia,-54.8,-68.3,11.81,62,40,13.89,AR,1738274127
72,utrik,11.2278,169.8474,26.29,69,88,6.02,MH,1738274433
73,broken hill,-31.95,141.4333,19.68,33,0,8.04,AU,1738274434
74,port elizabeth,-33.918,25.5701,21.29,95,40,2.24,ZA,1738274150
75,ingenio la esperanza,-24.2255,-64.839,29.89,51,66,2.29,AR,1738274436
76,kruisfontein,-34.0033,24.7314,19.99,81,0,2.81,ZA,1738274438
77,kasama,-10.2129,31.1808,15.82,95,99,1.66,ZM,1738274441
78,papatowai,-46.5619,169.4708,17.24,54,92,1.41,NZ,1738274185
79,greenland,43.0362,-70.8328,-4.2,47,3,1.34,US,1738274443
80,hilo,19.7297,-155.09,28.4,81,100,6.26,US,1738274445
81,rongelap,11.1635,166.8941,26.34,71,66,8.35,MH,1738274202
82,alice springs,-23.7,133.8833,23.75,23,0,2.06,AU,1738274448
83,quelimane,-17.8786,36.8883,22.73,97,89,1.61,MZ,1738274449
84,kerikeri,-35.2268,173.9474,22.13,55,7,1.68,NZ,1738274450
85,flen,59.0583,16.5878,2.99,97,100,1.07,SE,1738274452
86,mahina,-17.5065,-149.489,30.87,66,0,4.63,PF,1738274453
87,szydlowiec,51.2282,20.8611,4.13,79,46,3.02,PL,1738274389
88,olinda,-8.0089,-34.8553,27.85,74,40,4.12,BR,1738274456
89,kone,-21.0595,164.8658,28.73,66,91,3.24,NC,1738274457
90,la passe,45.5549,-0.8967,7.0,82,100,5.7,FR,1738274219
91,puerto ayora,-0.7393,-90.3518,26.97,91,55,2.24,EC,1738274171
92,inari,68.906,27.0288,-4.11,98,100,0.55,FI,1738274461
93,amga,60.8953,131.9608,-41.08,100,100,0.57,RU,1738274463
94,viedma,-40.8135,-62.9967,31.76,21,0,10.56,AR,1738274464
95,shira,54.4911,89.9531,-16.72,99,100,0.93,RU,1738274465
96,isla mujeres,21.2311,-86.731,27.83,72,43,8.05,MX,1738274466
97,barranca,-10.75,-77.7667,23.19,74,41,4.56,PE,1738274468
98,port lincoln,-34.7333,135.8667,18.53,72,4,6.82,AU,1738274277
99,port mathurin,-19.6833,63.4167,26.86,82,94,9.0,MU,1738274234
100,minas de marcona,-15.2119,-75.1103,20.53,66,81,7.16,PE,1738274198
101,merizo village,13.2658,144.6691,27.43,76,100,10.64,GU,1738274473
102,kapa'a,22.0752,-159.319,25.82,87,100,0.89,US,1738274474
103,arauco,-37.2463,-73.3175,20.18,54,4,4.7,CL,1738274476
104,saint-philippe,-21.3585,55.7679,27.21,83,88,4.32,RE,1738274477
105,west island,-12.1568,96.8225,26.99,89,75,3.6,CC,1738274228
106,puerto baquerizo moreno,-0.9,-89.6,28.55,65,20,7.2,EC,1738274480
107,sonoita,31.85,-112.8333,15.96,32,0,3.74,MX,1738274481
108,vozhega,60.4725,40.2213,1.32,100,100,3.73,RU,1738274482
109,chanar ladeado,-33.3252,-62.0383,36.26,18,0,4.0,AR,1738274484
110,ain leuh,33.2921,-5.3384,0.88,91,80,2.33,MA,1738274485
111,lompoc,34.6391,-120.4579,17.05,64,75,4.12,US,1738274486
112,selfoss,63.9331,-20.9971,-3.93,77,79,2.73,IS,1738274488
113,riyadh,24.6877,46.7219,11.68,42,0,4.34,SA,1738274402
114,hasaki,35.7333,140.8333,5.85,41,3,7.15,JP,1738274490
115,haiku-pauwela,20.9219,-156.3051,26.05,77,100,4.92,US,1738274493
116,nova sintra,14.8667,-24.7167,23.28,74,0,10.28,CV,1738274494
117,talcahuano,-36.7167,-73.1167,19.82,64,0,6.17,CL,1738274496
118,longyearbyen,78.2186,15.6401,-1.09,86,75,7.72,SJ,1738274497
119,punta arenas,-53.15,-70.9167,13.06,54,0,11.32,CL,1738274216
120,colgong,25.2667,87.2167,12.54,54,80,1.17,IN,1738274500
121,qamdo,31.1667,97.2333,-4.99,57,99,3.09,CN,1738274501
122,veraval,20.9,70.3667,19.63,82,6,4.87,IN,1738274503
123,la ronge,55.1001,-105.2842,-21.86,59,20,2.06,CA,1738274505
124,coahuayana de hidalgo,18.7,-103.6583,30.07,47,11,2.91,MX,1738274507
125,bodaybo,57.8506,114.1933,-27.43,98,100,0.37,RU,1738274508
126,fortuna,40.5982,-124.1573,12.77,63,0,1.54,US,1738274509
127,ancud,-41.8697,-73.8203,16.51,81,2,7.62,CL,1738274512
128,port douglas,-16.4833,145.4667,27.41,82,100,1.55,AU,1738274513
129,gamba,-2.65,10.0,25.45,87,100,1.09,GA,1738274515
130,west end,26.6833,-78.9667,23.14,69,2,5.3,BS,1738274516
131,ghadamis,30.1337,9.5007,13.69,26,0,5.71,LY,1738274517
132,banda aceh,5.5577,95.3222,24.33,82,3,3.55,ID,1738274190
133,tangalle,6.024,80.7911,24.32,93,61,3.85,LK,1738274520
134,gua musang,4.8823,101.9644,18.35,99,71,0.39,MY,1738274521
135,nuuk,64.1835,-51.7216,-1.66,43,75,4.02,GL,1738274523
136,usogorsk,63.4106,48.6872,-0.32,98,100,3.06,RU,1738274524
137,taoudenni,22.6783,-3.9836,20.09,14,0,2.68,ML,1738274525
138,udachny,66.4167,112.4,-31.7,98,98,1.85,RU,1738274527
139,albany,42.6001,-73.9662,-3.01,51,91,0.71,US,1738274113
140,qaqortoq,60.7167,-46.0333,-6.66,73,100,5.76,GL,1738274529
141,zalingei,12.9096,23.4741,17.31,22,12,1.01,SD,1738274531
142,askoy,60.4092,5.226,2.09,100,20,1.03,NO,1738274532
143,kota tinggi,1.7381,103.8999,22.13,89,84,1.94,MY,1738274535
144,smirnykh,49.75,142.8333,-11.38,88,100,3.45,RU,1738274536
145,verkhnevilyuysk,63.4453,120.3167,-40.4,100,85,1.01,RU,1738274537
146,rocky mountain house,52.3668,-114.9188,-2.94,80,100,3.6,CA,1738274539
147,hawaiian paradise park,19.5933,-154.9731,28.28,83,40,8.23,US,1738274162
148,kudat,6.8837,116.8477,24.05,100,100,0.0,MY,1738274541
149,anatuya,-28.4606,-62.8347,32.17,38,0,3.59,AR,1738274543
150,geraldton,-28.7667,114.6,21.23,94,20,2.06,AU,1738274544
151,zhalantun,48.0,122.7167,-23.99,87,71,3.43,CN,1738274546
152,dudinka,69.4058,86.1778,-23.28,97,100,6.44,RU,1738274328
153,parkes,-33.1333,148.1833,25.6,58,0,5.18,AU,1738274548
154,palmer,42.1584,-72.3287,-2.8,41,40,0.0,US,1738274549
155,kiama,-34.6833,150.8667,21.88,88,97,0.89,AU,1738274551
156,yokadouma,3.5167,15.05,20.94,25,72,0.69,CM,1738274552
157,ostersund,63.1792,14.6357,-0.75,86,75,4.12,SE,1738274554
158,ust-nera,64.5667,143.2,-39.87,99,67,0.95,RU,1738274555
159,miles city,46.4083,-105.8406,4.54,56,0,3.09,US,1738274556
160,chibougamau,49.9168,-74.3659,-19.21,78,100,3.6,CA,1738274557
161,kasimov,54.9411,41.3953,2.41,95,100,3.33,RU,1738274559
162,sodankyla,67.4167,26.6,-1.63,99,100,0.87,FI,1738274560
163,bonthe,7.5264,-12.505,26.12,84,2,2.96,SL,1738274561
164,magadan,59.5667,150.8,-22.32,73,0,4.52,RU,1738274563
165,carauari,-4.8828,-66.8958,26.49,94,89,0.87,BR,1738274564
166,dryden,49.7833,-92.7503,-1.84,74,100,2.06,CA,1738274565
167,lewiston orchards,46.3804,-116.9754,10.07,47,40,1.71,US,1738274567
168,inarajan village,13.2736,144.7484,27.66,76,100,10.71,GU,1738274568
169,ornskoldsvik,63.2909,18.7153,-3.47,93,20,4.12,SE,1738274570
170,batesville,35.7698,-91.641,11.8,100,100,1.84,US,1738274571
171,magistral'nyy,56.1725,107.4458,-35.16,100,77,0.71,RU,1738274572
172,wailua homesteads,22.0669,-159.378,25.44,86,100,12.86,US,1738274573
173,forster,-32.1667,152.5167,22.43,94,55,1.51,AU,1738274575
174,khovd,48.0056,91.6419,-19.01,79,61,1.49,MN,1738274576
175,sanctuary point,-35.1114,150.629,20.65,77,99,2.48,AU,1738274577
176,at taj,24.2049,23.2857,13.19,46,67,4.9,LY,1738274580
177,sisimiut,66.9395,-53.6735,-9.95,63,82,7.21,GL,1738274581
178,wajir,1.7471,40.0573,29.25,36,2,5.5,KE,1738274583
179,brisas de zicatela,15.8369,-97.0419,31.29,66,0,5.14,MX,1738274584
180,saudarkrokur,65.7461,-19.6394,0.33,87,100,4.99,IS,1738274585
181,lebu,-37.6167,-73.65,17.82,74,2,3.17,CL,1738274587
182,kenai,60.5544,-151.2583,-13.25,65,0,2.57,US,1738274588
183,bilibino,68.0546,166.4372,-40.09,100,90,0.36,RU,1738274590
184,puri,19.8,85.85,23.47,84,6,5.32,IN,1738274591
185,mangrol,21.1167,70.1167,20.52,79,7,4.51,IN,1738274592
186,mejit,10.2753,170.8646,26.69,77,47,6.81,MH,1738274595
187,yanbu,24.0891,38.0637,19.02,55,0,1.54,SA,1738274596
188,constantia,44.1833,28.65,7.38,89,100,3.81,RO,1738274598
189,waynesboro,38.0685,-78.8895,9.76,42,100,1.84,US,1738274599
190,saipan,15.1355,145.701,28.39,80,40,8.05,MP,1738274602
191,bahau,2.8079,102.4049,19.8,94,73,1.07,MY,1738274603
192,stanley,54.868,-1.6985,0.85,90,0,1.03,GB,1738274604
193,cill airne,52.05,-9.5167,8.38,98,100,2.67,IE,1738274606
194,tabas,33.5959,56.9244,7.12,31,0,3.09,IR,1738274607
195,srandakan,-7.9386,110.2506,23.77,88,100,2.54,ID,1738274609
196,puno,-15.8333,-70.0333,10.29,66,53,3.55,PE,1738274610
197,papao,-17.75,-149.55,30.82,75,13,8.27,PF,1738274611
198,wonsan,39.1528,127.4436,-4.84,49,3,2.97,KP,1738274613
199,woodward,36.4337,-99.3904,14.42,40,40,0.0,US,1738274614
200,antalaha,-14.9003,50.2788,25.24,92,9,1.4,MG,1738274615
201,mariental,-24.6333,17.9667,28.3,21,82,9.31,NA,1738274616
202,richards bay,-28.783,32.0377,23.63,87,55,3.11,ZA,1738274618
203,salalah,17.0151,54.0924,26.05,22,0,8.75,OM,1738274619
204,nouadhibou,20.931,-17.0347,19.99,64,0,11.32,MR,1738274620
205,mogocha,53.7333,119.7667,-20.49,99,100,0.95,RU,1738274622
206,baglung,28.2719,83.5898,9.11,51,9,2.89,NP,1738274623
207,mount pearl,47.5166,-52.7813,-4.36,91,100,8.23,CA,1738274625
208,kismayo,-0.3582,42.5454,24.62,83,45,5.49,SO,1738274626
209,ambovombe,-25.1667,46.0833,24.97,87,10,4.34,MG,1738274627
210,howrah,22.5892,88.3103,22.0,88,20,2.06,IN,1738274629
211,anzhero-sudzhensk,56.081,86.0285,-18.68,98,90,2.31,RU,1738274630
212,afaahiti,-17.75,-149.2833,26.5,77,24,7.46,PF,1738274631
213,homer,59.6425,-151.5483,-11.06,48,0,4.63,US,1738274632
214,ofunato,39.0717,141.7167,-0.4,67,48,8.83,JP,1738274634
215,saint-pierre,-21.3393,55.4781,27.82,74,75,2.06,RE,1738274636
216,nar'yan-mar,67.6713,53.087,-18.22,99,62,2.7,RU,1738274637
217,xilin hot,43.9667,116.0333,-25.14,95,78,1.56,CN,1738274638
218,avarua,-21.2078,-159.775,30.03,74,40,5.66,CK,1738274640
219,bintulu,3.1667,113.0333,25.23,94,20,0.0,MY,1738274641
220,la libertad,-2.2333,-80.9,27.81,74,20,3.09,EC,1738274645
221,hamilton,39.1834,-84.5333,8.47,57,100,5.66,US,1738274647
222,pyetrykaw,52.1289,28.4921,3.73,87,20,2.48,BY,1738274648
223,ketchikan,55.3422,-131.6461,2.41,74,40,2.57,US,1738274649
224,enewetak,11.3474,162.3373,26.94,76,50,8.1,MH,1738274651
225,patancheru,17.5314,78.265,20.06,52,69,2.69,IN,1738274654
226,hobyo,5.3505,48.5268,23.97,81,10,7.83,SO,1738274655
227,miki,34.8,134.9833,0.65,76,10,0.32,JP,1738274656
228,amasra,41.7463,32.3863,10.93,67,100,1.26,TR,1738274658
229,codrington,-38.2667,141.9667,17.25,64,75,1.63,AU,1738274659
230,vila velha,-20.3297,-40.2925,27.19,82,0,7.2,BR,1738274660
231,backa topola,45.8152,19.6318,7.85,86,44,2.62,RS,1738274662
232,manokwari,-0.8667,134.0833,26.43,76,89,1.66,ID,1738274663
233,villa gesell,-37.2639,-56.973,22.82,73,0,8.35,AR,1738274664
234,mount gambier,-37.8333,140.7667,17.3,65,66,0.68,AU,1738274666
235,fuerte olimpo,-21.0415,-57.8738,25.84,80,89,3.19,PY,1738274667
236,margate,51.3813,1.3862,3.72,84,4,4.63,GB,1738274668
237,puerto madryn,-42.7692,-65.0385,33.75,20,0,15.51,AR,1738274670
238,greymouth,-42.4667,171.2,18.15,61,96,1.21,NZ,1738274671
239,island harbour,50.724,-1.2758,4.4,81,36,4.14,GB,1738274672
240,karratha,-20.7377,116.8463,31.2,57,94,2.24,AU,1738274674
241,strenci,57.6257,25.6854,4.53,82,100,4.64,LV,1738274675
242,cedeira,43.6797,-8.0209,7.76,28,100,2.09,ES,1738274677
243,mossel bay,-34.1831,22.146,21.69,78,81,3.59,ZA,1738274678
244,vorgashor,67.5833,63.95,-17.65,98,100,2.15,RU,1738274679
245,hirara,24.8,125.2833,18.15,68,75,3.6,JP,1738274681
246,bardai,11.65,7.2333,19.78,20,56,4.54,NG,1738274684
247,keflavik,64.0049,-22.5624,0.24,86,0,3.09,IS,1738274685
248,hermanus,-34.4187,19.2345,21.56,77,21,5.49,ZA,1738274687
249,shuangcheng,45.35,126.2833,-20.67,95,94,2.19,CN,1738274688
250,laguna,38.421,-121.4238,14.02,65,20,3.09,US,1738274689
251,chonchi,-42.6128,-73.8092,19.89,62,15,3.89,CL,1738274691
252,acarau,-2.8856,-40.12,25.55,87,56,4.51,BR,1738274692
253,howard springs,-12.497,131.047,24.95,100,100,2.21,AU,1738274693
254,rio grande,-32.035,-52.0986,22.67,73,23,6.22,BR,1738274695
255,chaltyr,47.2848,39.4823,5.05,56,73,2.25,RU,1738274696
256,al mutayrifi,25.4788,49.5576,12.19,34,0,5.14,SA,1738274698
257,pemangkat,1.1667,108.9667,25.19,85,100,4.57,ID,1738274699
258,trinidad,-14.8333,-64.9,23.99,94,100,1.54,BO,1738274700
259,hammerfest,70.6634,23.6821,-0.75,93,75,4.63,NO,1738274701
260,kaffrine,14.1059,-15.5508,25.63,12,0,4.5,SN,1738274703
261,sanibel,26.449,-82.0223,24.04,74,17,1.34,US,1738274704
262,tolanaro,-25.0319,46.9987,26.32,84,70,3.06,MG,1738274706
263,punta del este,-34.9667,-54.95,24.06,83,20,6.69,UY,1738274708
264,kuanda,56.3161,116.0806,-26.0,97,100,0.35,RU,1738274710
265,chingirlau,51.095,54.0814,-2.36,99,99,2.81,KZ,1738274711
266,selma,36.5708,-119.6121,16.23,51,0,0.0,US,1738274683
267,nova vicosa,-17.8919,-39.3719,25.54,82,24,4.87,BR,1738274714
268,axim,4.8699,-2.2405,26.34,87,7,2.13,GH,1738274716
269,carnarvon,-24.8667,113.6333,27.69,72,5,4.0,AU,1738274718
270,petropavlovsk-kamchatsky,53.0452,158.6483,-3.67,46,75,8.0,RU,1738274719
271,attapeu,14.8,106.8333,13.55,84,30,0.81,LA,1738274721
272,kingscliff,-28.2667,153.5667,26.89,74,100,3.6,AU,1738274724
273,monduli,-3.3,36.45,15.24,89,85,1.81,TZ,1738274725
274,owen sound,44.5672,-80.9435,-0.38,71,100,1.79,CA,1738274726
275,isyangulovo,52.1909,52.1909,-7.36,100,99,2.7,RU,1738274727
276,sasebo,33.1592,129.7228,1.23,81,50,1.2,JP,1738274729
277,saldanha,-33.0117,17.9442,18.86,81,66,4.51,ZA,1738274730
278,el trebol,-32.2008,-61.7014,35.3,19,0,4.79,AR,1738274732
279,sa pa,22.3402,103.8441,7.43,92,68,0.38,VN,1738274734
280,east ballina,-28.8667,153.5833,25.19,73,61,2.67,AU,1738274735
281,pocone,-16.2567,-56.6228,28.23,74,97,2.37,BR,1738274736
282,yangiyer,40.275,68.8225,0.25,72,55,1.47,UZ,1738274738
283,vila franca do campo,37.7167,-25.4333,16.23,87,89,3.47,PT,1738274739
284,fort wellington,6.4,-57.6,26.05,80,79,5.15,GY,1738274741
285,cockburn town,21.4612,-71.1419,24.9,78,46,10.37,TC,1738274742
286,yaren,-0.5472,166.916,27.07,78,53,6.95,NR,1738274743
287,chulym,55.0997,80.9572,-16.16,97,94,2.81,RU,1738274745
288,gadzhiyevo,69.2551,33.3362,-0.33,90,100,10.76,RU,1738274739
289,altar,30.7,-111.8167,17.5,24,0,3.33,MX,1738274747
